participantID,wordSetID,rt,stimulus,trial_index,key_press
652,0,2751.454999903217,2,3,56
652,0,923.9700001198798,4,4,53
652,0,701.0399999562651,5,5,51
300,0,6856.444999983069,2,3,56
300,0,5175.814999965951,4,4,53
300,0,1793.660000024829,5,5,51
519,0,1613.4450000245124,2,3,56
519,0,1550.1100000110455,4,4,53
519,0,6238.650000013877,5,5,51
65,0,7905.904999934137,2,3,56
65,0,2183.4400000516325,4,4,53
65,0,1775.8400000166148,5,5,51
314,0,5257.924999983516,2,3,56
314,0,2036.1699999775738,4,4,53
314,0,1250.049999973271,5,5,51
431,0,1455.5549999931827,2,3,56
431,0,1422.3050000000512,4,4,53
431,0,1253.9749999996275,5,5,56
370,0,2618.5499999992317,2,3,56
370,0,1622.160000002652,4,4,53
370,0,1791.8649999992922,5,5,51
735,0,1572.9350000037812,2,3,56
735,0,2566.9549999875017,4,4,53
735,0,8213.950000004843,5,5,51
465,0,10347.000000008848,2,3,56
465,0,2236.0000000335276,4,4,53
465,0,4.0000000153668225,5,5,52
437,0,3618.0000002495944,2,3,56
437,0,1773.0000000447035,4,4,53
437,0,3376.000000163913,5,5,51
346,0,1812.9750000080094,2,3,56
346,0,943.1600000243634,4,4,53
346,0,1371.4700000127777,5,5,51
50,0,4657.654999988154,2,3,56
50,0,1436.3299999968149,4,4,53
50,0,1321.0000000544824,5,5,51
239,0,4929.614999971818,2,3,56
239,0,2870.714999968186,4,4,53
239,0,1691.7750000138767,5,5,51
347,0,2708.504999987781,2,3,56
347,0,1904.2549999430776,4,4,53
347,0,1582.9650000669062,5,5,51
399,0,1687.6550000015413,2,3,56
399,0,2326.6050000092946,4,4,53
399,0,3197.4150000023656,5,5,51
38,0,39674.770000001445,2,3,56
38,0,1537.0449999973061,4,4,53
38,0,1039.9800000013784,5,5,51
409,0,4017.3450000584126,2,3,56
409,0,1977.7049999684095,4,4,53
409,0,1995.325000025332,5,5,51
633,0,2274.089999962598,2,3,56
633,0,2443.9499999862164,4,4,53
633,0,1272.2000000067055,5,5,51
670,0,15283.010000013746,2,3,56
670,0,4693.72000003932,4,4,53
670,0,3335.900000005495,5,5,51
313,0,3630.750000011176,2,3,56
313,0,1245.8499999775086,4,4,53
313,0,1189.89499998861,5,5,51
84,0,2495.7949999998164,2,3,56
84,0,2442.994999999428,4,4,53
84,0,1614.6149999995032,5,5,56
612,0,12071,2,3,56
612,0,1573,4,4,53
612,0,1255,5,5,51
70,0,23294.999999925494,2,3,13
70,0,13341.999999713153,4,4,13
70,0,4378.000000026077,5,5,13
516,0,3499.1099999751896,2,3,56
516,0,2247.845000005327,4,4,53
516,0,2732.270000036806,5,5,51
221,0,4874.540000000252,2,3,56
221,0,1593.4400000001006,4,4,53
221,0,1277.1450000000186,5,5,51
551,0,5886.679999530315,2,3,56
551,0,6856.975000351667,4,4,53
551,0,1383.7750004604459,5,5,51
173,0,5312.099999999191,2,3,56
173,0,3284.9950000018,4,4,53
173,0,2250.1499999998487,5,5,51
486,0,4345.805000000837,2,3,56
486,0,1455.7299999996758,4,4,53
486,0,1184.5549999998184,5,5,51
687,0,4200.719999964349,2,3,56
687,0,1288.2799999788404,4,4,52
687,0,1269.33000003919,5,5,51
158,0,5111.290000000736,2,3,56
158,0,3315.7050000154413,4,4,53
158,0,4401.974999986123,5,5,51
115,0,6922.77499998454,2,3,51
80,0,2507.655000081286,2,3,56
80,0,2368.3250001631677,4,4,53
115,0,3161.8500000040513,4,4,53
80,0,1947.1299999859184,5,5,51
223,0,10206.435000058264,2,3,56
223,0,2462.434999877587,4,4,53
115,0,5316.834999975981,5,5,56
223,0,1917.9699998348951,5,5,51
681,0,20075.34999999916,2,3,13
681,0,3340.794999996433,4,4,53
681,0,3226.3550000061514,5,5,51
667,0,7574.190000013914,2,3,56
667,0,1547.9300000006333,4,4,53
667,0,1404.4400000129826,5,5,51
109,0,2995.3649999806657,2,3,56
NA,0,5439.424999989569,2,3,56
109,0,1907.3349999962375,4,4,53
NA,0,2160.6850000098348,4,4,53
109,0,1493.77000000095,5,5,51
NA,0,2586.520000360906,5,5,51
114,0,21081.000000005588,2,3,56
114,0,2940.999999991618,4,4,53
114,0,3130.9999999357387,5,5,51
461,0,8909.32999999859,2,3,13
461,0,13382.63999999981,4,4,13
601,0,10995.000000111759,2,3,56
601,0,1803.0000000726432,4,4,53
601,0,2584.999999962747,5,5,56
461,0,58786.96499999933,5,5,51
220,0,1595.9949999960372,2,3,56
220,0,1204.0049999995972,4,4,53
220,0,1448.6150000011548,5,5,51
287,0,41849.99999997672,2,3,56
287,0,14639.00000002468,4,4,13
662,0,11103.375000006054,2,3,13
662,0,1291.449999960605,4,4,13
662,0,1697.8850000305101,5,5,13
666,0,15357.00000000088,2,3,13
309,0,1652.5800000017625,2,3,56
309,0,1441.7350000003353,4,4,53
309,0,3019.7899999984656,5,5,51
666,0,21036.00000000005,4,4,13
666,0,3805.9999999995925,5,5,13
287,0,88602.0000000135,5,5,56
243,0,1386.5099999820814,2,3,56
243,0,1165.5500000342727,4,4,53
243,0,1134.5750000327826,5,5,51
5,0,4041.685000003781,2,3,56
5,0,1409.14000000339,4,4,53
5,0,1047.164999996312,5,5,51
200,0,1470.8899999968708,2,3,56
200,0,1655.0799999386072,4,4,53
200,0,1302.4200000800192,5,5,51
420,0,3580.935000005411,2,3,56
420,0,1452.1050000039395,4,4,53
420,0,1168.7049999891315,5,5,51
330,0,4846.004999999423,2,3,56
330,0,4302.72999999579,4,4,53
330,0,4854.844999994384,5,5,51
182,0,3656.5600000030827,2,3,56
182,0,1939.184999995632,4,4,53
182,0,1587.824999995064,5,5,51
72,0,2180.350000009639,2,3,56
72,0,1154.1350000188686,4,4,53
72,0,1824.4449999765493,5,5,51
233,0,2158.594999462366,2,3,56
233,0,1909.854999743402,4,4,53
233,0,1982.625000178814,5,5,51
63,0,9063.59999999404,2,3,56
63,0,3058.7899999227375,4,4,53
63,0,1984.7550000995398,5,5,51
181,0,1384.5250000013039,2,3,56
181,0,1563.2299999706447,4,4,53
181,0,1403.9849999826401,5,5,51
318,0,4239.999999990687,2,3,13
318,0,1070.9999999962747,4,4,13
318,0,812.9999998491257,5,5,13
593,0,4869.000000006054,2,3,56
593,0,1539.9999999790452,4,4,53
593,0,1436.9999999762513,5,5,51
418,0,2706.6549999872223,2,3,56
418,0,2409.1149999876507,4,4,53
418,0,13090.93499998562,5,5,51
598,0,646.7149999998583,5,5,13
503,0,8042.0000000158325,2,3,56
503,0,2421.999999904074,4,4,53
555,0,15287.87500000908,2,3,56
503,0,2777.0000000018626,5,5,51
555,0,2392.950000008568,4,4,53
555,0,2094.264999992447,5,5,51
553,0,8642.679999989923,2,3,56
553,0,2464.8400000005495,4,4,53
416,0,2792.235000000801,2,3,56
416,0,1101.714999997057,4,4,53
553,0,2240.9150000021327,5,5,51
416,0,988.3799999952316,5,5,51
358,0,3502.1149999993213,2,3,56
358,0,1491.20000000039,4,4,53
358,0,1190.0600000008126,5,5,51
119,0,3537.999999942258,2,3,56
119,0,19878.000000026077,4,4,53
119,0,3261.999999987893,5,5,51
307,0,2959.5400000107475,2,3,56
307,0,2003.2549999887124,4,4,53
642,0,5069.469999987632,2,3,56
642,0,1678.3500000601634,4,4,53
307,0,2619.84499997925,5,5,51
642,0,2989.3300000112504,5,5,51
329,0,2074.819999979809,2,3,56
329,0,1085.0900000077672,4,4,53
329,0,732.2500000009313,5,5,51
611,0,4338.835000002291,2,3,56
611,0,1535.6499999761581,4,4,53
611,0,1749.0899999975227,5,5,51
98,0,16591.260000132024,2,3,56
242,0,13430.280000000042,2,3,13
98,0,1880.5899997241795,4,4,53
488,0,4544.0400000006775,2,3,13
257,0,2598.234999983106,2,3,56
98,0,1942.0549999922514,5,5,51
488,0,1809.6050000003743,4,4,13
257,0,1941.045000043232,4,4,53
257,0,2099.7600000118837,5,5,51
488,0,2833.4950000007666,5,5,13
242,0,8396.839999999997,4,4,13
242,0,2360.9599999999773,5,5,13
472,0,4397.1699999819975,2,3,56
472,0,1467.384999996284,4,4,53
472,0,1554.4400000071619,5,5,51
685,0,4150.484999991022,2,3,56
685,0,1662.4599999631755,4,4,53
703,0,1901.7100000055507,2,3,56
685,0,1326.4649999910034,5,5,51
703,0,1254.2649999959394,4,4,53
703,0,1949.625000008382,5,5,51
342,0,8268.569999956526,2,3,56
342,0,1590.7799999695271,4,4,53
342,0,922.249999945052,5,5,51
211,0,15300.999999977648,2,3,56
175,0,2589.7300000069663,2,3,56
175,0,1286.7099999566562,4,4,53
175,0,1351.2550000450574,5,5,51
211,0,5744.999999995343,4,4,53
211,0,3658.999999985099,5,5,51
NA,0,2331.6899994388223,2,3,56
NA,0,1527.3500001057982,4,4,53
NA,0,2010.7249999418855,5,5,51
658,0,2678.0150000122376,2,3,56
658,0,1157.4849999742582,4,4,53
658,0,1311.1900000367314,5,5,51
470,0,11112.999999895692,2,3,55
470,0,201.0000003501773,4,4,56
470,0,6104.000000283122,5,5,51
144,0,6427.279999945313,2,3,13
144,0,1227.919999975711,4,4,13
144,0,5827.410000027157,5,5,13
607,0,4794.190000000526,2,3,56
607,0,2453.589999997348,4,4,53
607,0,4914.35000000638,5,5,51
686,0,16302.154999691993,2,3,56
686,0,1510.9300003387034,4,4,53
686,0,1454.1349997743964,5,5,51
170,0,68520.12000000104,2,3,13
170,0,1665.3599999990547,4,4,13
170,0,1331.6150000027847,5,5,13
558,0,2428.6349997855723,2,3,56
558,0,1348.8399998750538,4,4,53
558,0,898.3000000007451,5,5,51
733,0,2283.0949999624863,2,3,13
733,0,1371.6199999907985,4,4,13
733,0,1017.2550000133924,5,5,13
187,0,3875,2,3,56
187,0,1446.9999999855645,4,4,53
47,0,10532.000000122935,2,3,56
187,0,1328.9999999979045,5,5,51
494,0,9233.1000000122,2,3,56
47,0,3515.000000130385,4,4,53
494,0,3502.7049999916926,4,4,53
494,0,1360.530000005383,5,5,51
47,0,6336.999999824911,5,5,51
52,0,3189.4950000569224,2,3,56
52,0,1761.1399999586865,4,4,53
52,0,1285.715000005439,5,5,51
157,0,2978.9449999807402,2,3,56
157,0,810.1100000785664,4,4,53
157,0,1016.9749999186024,5,5,51
606,0,6880.77000004705,2,3,13
606,0,5049.895000061952,4,4,13
606,0,12802.605000091717,5,5,51
46,0,1080.5699999909848,2,3,56
46,0,1237.6499999663793,4,4,53
46,0,983.005000045523,5,5,51
674,0,2844,2,3,56
674,0,2181,4,4,53
674,0,1546,5,5,51
75,0,9317.184999992605,2,3,56
75,0,3226.2050000135787,4,4,53
75,0,1723.2550000189804,5,5,51
547,0,7814.445000141859,2,3,56
547,0,1869.8149998672307,4,4,53
547,0,1447.724999859929,5,5,51
68,0,12550.31500000041,2,3,56
619,0,1463.359999936074,2,3,56
68,0,4476.255000045057,4,4,53
619,0,1332.715000025928,4,4,53
68,0,1812.7450000029057,5,5,51
619,0,1272.6500001735985,5,5,51
2,0,1427,2,3,56
2,0,1324,4,4,53
2,0,1208,5,5,51
560,0,5164.534999988973,2,3,56
560,0,2989.9250001180917,4,4,53
560,0,2192.809999920428,5,5,56
319,0,2763.9349999371916,2,3,56
319,0,1132.5000000651926,4,4,53
319,0,1126.6949998680502,5,5,51
252,0,5422.00000025332,2,3,13
252,0,2252.9999995604157,4,4,13
252,0,1932.0000000298023,5,5,13
53,0,4515.999999828637,2,3,56
53,0,4055.000000167638,4,4,53
53,0,2981.0000001452863,5,5,51
240,0,4198.305000027176,2,3,56
240,0,1414.565000042785,4,4,53
240,0,2118.049999990035,5,5,51
440,0,1974.0000000456348,2,3,56
440,0,1677.9999999562278,4,4,53
440,0,1132.0000000996515,5,5,51
248,0,6350.295000000158,2,3,56
248,0,1222.3750000011642,4,4,53
248,0,990.0850000012433,5,5,51
691,0,8719.280000019353,2,3,56
691,0,2898.6450000084005,4,4,53
691,0,2733.700000040699,5,5,51
462,0,28756.369999959134,2,3,13
462,0,16294.740000041202,4,4,13
462,0,13058.485000045039,5,5,13
332,0,5784.379999999146,2,3,56
332,0,1794.770000000426,4,4,53
332,0,2942.990000001373,5,5,51
393,0,3893.9650000538677,2,3,56
393,0,2201.0999999474734,4,4,53
393,0,2474.7100002132356,5,5,51
127,0,6286.710000000312,2,3,13
127,0,5568.824999994831,4,4,13
127,0,1386.4699999976438,5,5,13
288,0,1676.9249999997555,2,3,56
288,0,1382.499999999709,4,4,53
288,0,2013.8300000035088,5,5,51
151,0,5140.750000000466,2,3,56
151,0,1561.5200000001932,4,4,53
151,0,1696.585000000603,5,5,51
316,0,125462.99999998882,2,3,56
316,0,4568.99999990128,4,4,53
479,0,5497.894999978598,2,3,56
479,0,1939.9449999909848,4,4,53
316,0,3248.0000001378357,5,5,51
479,0,1126.4000000082888,5,5,51
565,0,4786.8949999974575,2,3,51
565,0,86.00999999907799,4,4,52
565,0,171.11999999906402,5,5,50
604,0,1746.1750000074971,2,3,56
604,0,1618.799999996554,4,4,53
604,0,1300.6100000056904,5,5,51
656,0,5958.660000003874,2,3,56
656,0,1546.4300000021467,4,4,53
656,0,1112.0350000128383,5,5,51
429,0,2247.914999985369,2,3,56
429,0,1032.7249999972992,4,4,53
429,0,1752.505000011297,5,5,51
204,0,3359.324999997625,2,3,56
204,0,3256.5600000089034,4,4,53
204,0,2493.9249999879394,5,5,51
566,0,3937.340000000404,2,3,13
566,0,1040.8650000008492,4,4,13
566,0,449.53499999974156,5,5,13
245,0,4221.01500001736,2,3,56
245,0,1298.6950000049546,4,4,53
245,0,1326.1100000236183,5,5,51
85,0,2982.524999999441,2,3,56
85,0,995.1149999978952,4,4,53
85,0,919.0749999834225,5,5,51
281,0,22162.999999999563,2,3,56
281,0,1992.0000000002037,4,4,53
281,0,1484.0000000003783,5,5,51
405,0,25375,2,3,56
405,0,3494.9999999953434,4,4,53
405,0,2586.0000000102445,5,5,51
305,0,6658.000000054017,2,3,13
305,0,4814.999999944121,4,4,13
305,0,2313.0000000819564,5,5,13
335,0,5797.000000020489,2,3,56
335,0,3344.9999999720603,4,4,53
335,0,3185.9999999869615,5,5,51
126,0,1741.254999767989,2,3,56
126,0,1358.8699996471405,4,4,53
126,0,1662.4250002205372,5,5,51
425,0,7627.0000000004075,2,3,56
425,0,2152.0000000018626,4,4,53
425,0,2756.999999997788,5,5,51
226,0,1183.629999999539,2,3,56
226,0,1092.6200000030803,4,4,53
226,0,1132.8549999961979,5,5,51
89,0,10605.154999997467,2,3,13
89,0,3531.8299999999,4,4,13
89,0,2245.9000000017113,5,5,13
103,0,11081.99999993667,2,3,56
103,0,1908.9999999850988,4,4,53
103,0,1316.0000001080334,5,5,51
700,0,8817.504999999983,2,3,56
700,0,1606.670000000122,4,4,53
700,0,1474.0449999999328,5,5,51
217,0,2681.0000000114087,2,3,56
217,0,1377.3900000087451,4,4,53
217,0,929.3349999934435,5,5,51
683,0,3654.1749999742024,2,3,56
683,0,1407.1249999688007,4,4,53
380,0,1487.6750000112224,2,3,56
683,0,1279.3150000507012,5,5,51
380,0,1371.0850000206847,4,4,53
380,0,1284.0399999986403,5,5,51
246,0,4133.000000030734,2,3,56
246,0,2386.999999987893,4,4,53
246,0,4699.999999953434,5,5,51
477,0,1342.094999999972,2,3,56
477,0,1086.9999999995343,4,4,53
477,0,1637.4100000030012,5,5,51
493,0,1604.9699999857694,2,3,56
493,0,1933.119999943301,4,4,53
493,0,1997.8700000792742,5,5,51
196,0,144658.69499999098,2,3,56
196,0,1867.519999970682,4,4,53
196,0,1859.9900000263005,5,5,51
179,1,1846.3599999959115,2,3,56
179,1,1429.520000005141,4,4,53
179,1,645.8050000073854,5,5,51
446,1,15523.999999999887,2,3,13
446,1,19148.000000000146,4,4,13
446,1,6971.000000000007,5,5,13
161,1,6445.999999996275,2,3,56
161,1,3250,4,4,53
161,1,2012.9999999771826,5,5,51
7,1,2597.8749999776483,2,3,56
7,1,1770.4050000174902,4,4,53
7,1,1785.1600000285544,5,5,51
531,1,13256.529999955092,2,3,56
531,1,7617.224999994505,4,4,13
531,1,1084.7300000023097,5,5,13
597,1,5071.959999855608,2,3,56
597,1,2283.4750001784414,4,4,53
597,1,11233.835000079125,5,5,51
132,1,3326.8049999896903,2,3,56
132,1,1826.40999997966,4,4,53
132,1,7854.909999994561,5,5,51
718,1,5481.660000019474,2,3,56
718,1,7969.075000000885,4,4,53
718,1,4289.02999998536,5,5,53
501,1,5498.599999991711,2,3,56
501,1,1466.485000011744,4,4,53
501,1,1455.0149999849964,5,5,51
120,1,5621.334999988903,2,3,56
120,1,1153.4449999890057,4,4,53
120,1,1157.2000000014668,5,5,51
639,1,6403.934999998426,2,3,56
639,1,1771.740000000107,4,4,53
639,1,1396.069999998872,5,5,56
732,1,2736.9499999913387,2,3,56
732,1,1297.5549999973737,4,4,53
732,1,1266.700000007404,5,5,51
672,1,2029.210000007879,2,3,56
672,1,1344.8950000019977,4,4,53
672,1,1267.6249999931315,5,5,51
507,1,2934.8949999985052,2,3,56
507,1,1810.685000004014,4,4,53
164,1,3528.630000000703,2,3,56
507,1,2108.2599999936065,5,5,51
164,1,1035.19999999844,4,4,53
164,1,1132.6050000061514,5,5,51
583,1,2559.9550000042655,2,3,56
583,1,1181.1350000207312,4,4,53
583,1,1360.705000028247,5,5,51
272,1,2930.5199999944307,2,3,56
272,1,268.1600000069011,4,4,56
272,1,1938.6749999976018,5,5,51
253,1,3819.9599999934435,2,3,13
253,1,4166.324999881908,4,4,50
419,1,3890.0999999896158,2,3,56
253,1,1029.1999999899417,5,5,51
192,1,4340,2,3,56
419,1,1499.7250000014901,4,4,53
192,1,1641,4,4,53
192,1,1819,5,5,51
419,1,4617.88499999966,5,5,51
697,1,4375.260000000708,2,3,56
651,1,2108.505000011064,2,3,56
697,1,1742.2799999985727,4,4,53
651,1,2683.4950000047684,4,4,53
697,1,2496.6199999980745,5,5,51
651,1,1417.0000000158325,5,5,51
506,1,45172.18500000308,2,3,56
506,1,2069.1099999967264,4,4,53
506,1,3426.4750000002095,5,5,51
458,1,1512,2,3,56
715,1,3066.000000020722,2,3,56
458,1,1412,4,4,53
715,1,1951.0000000009313,4,4,53
458,1,1176,5,5,51
715,1,1665.000000008149,5,5,51
123,1,38132.00000021607,2,3,56
37,1,3434.42000000141,2,3,56
37,1,1336.7699999980687,4,4,53
37,1,1380.3200000002107,5,5,51
123,1,3749.0000003017485,4,4,53
123,1,1955.9999997727573,5,5,51
650,1,2562.7299999978277,2,3,56
650,1,2072.5449999990815,4,4,53
650,1,4044.180000000779,5,5,51
327,1,6642.654999974184,2,3,56
327,1,1612.665000022389,4,4,53
327,1,2476.87999997288,5,5,51
304,1,10513.140000010026,2,3,56
304,1,3992.4250000040047,4,4,53
304,1,1138.7899999972433,5,5,51
535,1,3579.505000001518,2,3,56
535,1,1479.3199999985518,4,4,53
535,1,1362.7100000012433,5,5,51
297,1,3664.344999997411,2,3,56
297,1,2794.3699999595992,4,4,53
297,1,1759.0399999753572,5,5,51
56,1,1483.4700000355951,2,3,56
56,1,1503.1900000176392,4,4,53
56,1,2943.8849999569356,5,5,51
576,1,7777.110000140965,2,3,56
576,1,1681.4649999141693,4,4,53
706,1,3342.044999822974,2,3,56
576,1,4709.265000186861,5,5,51
706,1,1918.1249998509884,4,4,53
706,1,1795.380000025034,5,5,51
256,1,3050.21499999566,2,3,56
256,1,1550.344999996014,4,4,53
256,1,1757.3950000223704,5,5,51
198,1,12907,2,3,56
198,1,6586,4,4,53
198,1,2159,5,5,51
496,1,2605.9499999973923,2,3,56
496,1,1265.190000005532,4,4,53
496,1,1405.724999960512,5,5,51
251,1,11064.535000361502,2,3,13
